age,temp
3.13,1.07
3.135,0.96
3.14,1.08
3.145,1.13
3.15,1.43
3.155,1.77
3.16,1.68
3.165,1.63
3.17,1.48
3.175,1.4
3.18,1.45
3.185,1.58
3.19,1.79
3.195,1.57
3.2,1.69
3.205,1.72
3.21,1.7
3.215,1.41
3.22,1.53
3.225,1.41
3.23,1.54
3.235,1.37
3.24,1.69
3.245,1.69
3.25,1.71
3.255,1.49
3.26,1.51
3.265,1.26
3.27,1.34
3.275,1.25
3.28,1.37
3.285,1.15
3.29,0.75
3.295,0.61
3.3,0.66
3.305,1.13
3.31,1.21
3.315,1.45
3.32,1.65
3.325,1.49
3.33,1.48
3.335,1.42
3.34,1.17
3.345,1.33
3.35,1.54
3.355,1.48
3.36,1.56
3.365,1.66
3.37,1.6
3.375,1.29
3.38,1.29
3.385,1.46
3.39,1.6
3.395,1.73
3.4,1.66
3.405,1.64
3.41,1.74
3.415,1.89
3.42,1.72
3.425,1.56
3.43,1.71
3.435,2.05
3.44,2.05
3.445,1.83
3.45,1.71
3.455,1.85
3.46,1.79
3.465,1.54
3.47,1.77
3.475,2.04
3.48,2.09
3.485,1.92
3.49,1.96
3.495,1.83
3.5,2.04
3.505,2.02
3.51,1.99
3.515,1.88
3.52,1.77
3.525,1.66
3.53,1.73
3.535,1.94
3.54,2.09
3.545,1.95
3.55,1.79
3.555,1.78
3.56,1.75
3.565,1.9
3.57,2.16
3.575,2.08
3.58,1.7
3.585,1.74
3.59,1.76
3.595,2.02
3.6,2
3.605,1.86
3.61,2.12
3.615,1.95
3.62,1.7
3.625,1.5
3.63,1.37
3.635,1.57
3.64,1.95
3.645,2.07
3.65,2.1
3.655,1.82
3.66,1.76
3.665,1.41
3.67,1.34
3.675,1.72
3.68,1.98
3.685,2.1
3.69,2.19
3.695,2.04
3.7,1.99
3.705,1.92
3.71,1.64
3.715,1.62
3.72,2.14
3.725,2.36
3.73,2.1
3.735,2.21
3.74,2.17
3.745,1.79
3.75,1.98
3.755,2.14
3.76,2.23
3.765,2.29
3.77,1.98
3.775,2
3.78,2.05
3.785,2.18
3.79,2.04
3.795,1.81
3.8,2.14
3.805,1.99
3.81,2.07
3.815,2.16
3.82,2.17
3.825,1.81
3.83,1.75
3.835,2.09
3.84,2.4
3.845,2.37
3.85,2.34
3.855,2.36
3.86,2.36
3.865,1.92
3.87,1.94
3.875,1.8
3.88,2.19
3.885,2.28
3.89,2.38
3.895,2.12
3.9,2.34
3.905,2.35
3.91,2.43
3.915,2.11
3.92,2.1
3.925,2.38
3.93,2.41
3.935,2.51
3.94,2.29
3.945,2.18
3.95,2.22
3.955,2.41
3.96,2.43
3.965,2.36
3.97,2.25
3.975,2.25
3.98,2.18
3.985,2.18
3.99,1.9
3.995,1.81
4,1.92
4.005,2.04
4.01,2.36
4.015,2.38
4.02,2.19
4.025,2.27
4.03,2.12
4.035,2.04
4.04,2
4.045,2.06
4.05,2.23
4.055,2.23
4.06,2.17
4.065,2.32
4.07,2.21
4.075,2.31
4.08,2.33
4.085,2.3
4.09,2.24
4.095,2.24
4.1,2.56
4.105,2.55
4.11,2.57
4.115,2.51
4.12,2.47
4.125,2.37
4.13,2.66
4.135,2.41
4.14,2.51
4.145,2.42
4.15,2.22
4.155,2.14
4.16,2.22
4.165,2.4
4.17,2.31
4.175,2.43
4.18,2.62
4.185,2.64
4.19,2.5
4.195,2.36
4.2,2.25
4.205,2.37
4.21,2.43
4.215,2.68
4.22,2.44
4.225,2.48
4.23,2.59
4.235,2.4
4.24,2.41
4.245,2.36
4.25,2.48
4.255,2.31
4.26,2.55
4.265,2.54
4.27,2.67
4.275,2.38
4.28,2.64
4.285,2.57
4.29,2.46
4.295,2.45
4.3,2.43
4.305,2.69
4.31,2.73
4.315,2.75
4.32,2.77
4.325,2.78
4.33,2.52
4.335,2.76
4.34,2.95
4.345,2.74
4.35,2.79
4.355,2.71
4.36,2.49
4.365,2.43
4.37,2.63
4.375,2.72
4.38,2.59
4.385,2.94
4.39,2.83
4.395,2.66
4.4,2.58
4.405,2.44
4.41,2.53
4.415,2.37
4.42,2.63
4.425,2.68
4.43,2.78
4.435,2.72
4.44,2.79
4.445,2.76
4.45,2.56
4.455,2.69
4.46,2.85
4.465,2.85
4.47,2.82
4.475,2.84
4.48,2.7
4.485,2.75
4.49,2.47
4.495,2.48
4.5,2.45
4.505,2.53
4.51,2.76
4.515,2.66
4.52,2.99
4.525,2.64
4.53,2.6
4.535,2.52
4.54,2.87
4.545,2.97
4.55,2.86
4.555,2.84
4.56,2.65
4.565,2.8
4.57,2.72
4.575,2.44
4.58,2.52
4.585,2.54
4.59,2.7
4.595,2.71
4.6,2.74
4.605,2.57
4.61,2.49
4.615,2.64
4.62,2.66
4.625,2.71
4.63,2.7
4.635,2.81
4.64,2.82
4.645,2.85
4.65,2.6
4.655,2.54
4.66,2.94
4.665,2.8
4.67,2.98
4.675,2.89
4.68,2.99
4.685,2.67
4.69,2.5
4.695,2.65
4.7,2.57
4.705,2.83
4.71,2.91
4.715,2.74
4.72,2.87
4.725,2.59
4.73,2.58
4.735,2.66
4.74,2.95
4.745,2.87
4.75,2.75
4.755,3.04
4.76,2.95
4.765,2.83
4.77,2.51
4.775,2.56
4.78,2.84
4.785,2.86
4.79,2.95
4.795,2.91
4.8,2.87
4.805,2.87
4.81,2.62
4.815,2.62
4.82,2.82
4.825,3.14
4.83,3.11
4.835,2.94
4.84,2.81
4.845,2.5
4.85,2.41
4.855,2.76
4.86,2.8
4.865,2.93
4.87,3.09
4.875,3.13
4.88,3.05
4.885,2.62
4.89,2.49
4.895,2.44
4.9,2.68
4.905,2.88
4.91,3.17
4.915,3.17
4.92,3
4.925,3.3
4.93,3.08
4.935,2.9
4.94,2.84
4.945,2.9
4.95,2.88
4.955,3.21
4.96,3.19
4.965,3.11
4.97,3.08
4.975,3.07
4.98,2.71
4.985,3.06
4.99,3.4
4.995,3.23
5,3.32
5.005,3.07
5.01,3.09
5.015,3.21
5.02,3.42
5.025,3.42
5.03,3.38
5.035,3.35
5.04,2.92
5.045,2.75
5.05,2.96
5.055,2.93
5.06,3.27
5.065,3.2
5.07,3.15
5.075,3.54
5.08,3.4
5.085,3.35
5.09,3.59
5.095,3.25
5.1,3.06
5.105,3
5.11,3.2
5.115,3.29
5.12,3.39
5.125,3.52
5.13,3.59
5.135,3.64
5.14,3.19
5.145,3.25
5.15,3.27
5.155,3.24
5.16,3.39
5.165,3.19
5.17,3.08
5.175,2.78
5.18,2.94
5.185,3.09
5.19,3.13
5.195,3.41
5.2,3.35
5.205,3.14
5.21,3.2
5.215,3.35
5.22,3.4
5.225,3.26
5.23,3.19
5.235,3.52
5.24,3.29
5.245,3.21
5.25,3.07
5.255,3.03
5.26,3.16
5.265,3.21
5.27,3.5
5.275,3.36
5.28,3.36
5.285,3.51
5.29,3.32
5.295,3.25
5.3,3.35
5.305,3.54
5.31,3.54
5.315,3.47
5.32,3.36
5.325,3.32
5.33,3.48
5.335,3.49
5.34,3.42
5.345,3.32
5.35,3.36
5.355,3.57
5.36,3.68
5.365,3.59
5.37,3.33
5.375,3.19
5.38,3.22
5.385,3.22
5.39,3.29
5.395,3.36
5.4,3.43
5.405,3.44
5.41,3.38
5.415,3.29
5.42,3.26
5.425,3.3
5.43,3.32
5.435,3.4
5.44,3.48
5.445,3.44
5.45,3.36
5.455,3.28
5.46,3.26
5.465,3.38
5.47,3.49
5.475,3.5
5.48,3.35
5.485,3.3
5.49,3.29
5.495,3.25
5.5,2.92
5.505,2.81
5.51,2.86
5.515,3.09
5.52,3.12
5.525,3.01
5.53,2.96
5.535,2.94
5.54,2.93
5.545,2.93
5.55,3.09
5.555,3.19
5.56,3.34
5.565,3.45
5.57,3.46
5.575,3.32
5.58,3.24
5.585,3.12
5.59,3.1
5.595,3
5.6,3.04
5.605,3.12
5.61,3.17
5.615,3.15
5.62,3.06
5.625,3.01
5.63,3.08
5.635,3.14
5.64,3.23
5.645,3.21
5.65,3.3
5.655,3.27
5.66,3.36
5.665,3.32
5.67,3.25
5.675,3.15
5.68,3.11
5.685,3.25
5.69,3.39
5.695,3.36
5.7,3.15
5.705,2.97
5.71,2.98
5.715,3.13
5.72,3.25
5.725,3.26
5.73,3.13
5.735,2.96
5.74,2.7
5.745,2.53
5.75,2.46
5.755,2.5
5.76,2.6
5.765,2.86
5.77,3.12
5.775,3.21
5.78,3.26
5.785,3.03
5.79,2.86
5.795,2.78
5.8,3.05
5.805,3.19
5.81,3.22
5.815,3.16
5.82,3.19
5.825,3.17
5.83,3.03
5.835,2.83
5.84,2.84
5.845,2.99
5.85,3.16
5.855,3.12
5.86,3.1
5.865,3.05
5.87,3.06
5.875,3.07
5.88,3.21
5.885,3.25
5.89,3.32
5.895,3.28
5.9,3.15
5.905,3.06
5.91,3.03
5.915,3.16
5.92,3.16
5.925,3.19
5.93,3.22
5.935,3.41
5.94,3.35
5.945,3.28
5.95,3.09
5.955,3.01
5.96,2.98
5.965,3.02
5.97,3.09
5.975,3.13
5.98,3.17
5.985,3.21
5.99,3.19
5.995,2.97
6,2.86
6.005,2.85
6.01,3.04
6.015,3.16
6.02,3.1
6.025,3.12
6.03,3
6.035,2.96
6.04,2.87
6.045,2.95
6.05,3.06
6.055,3.1
6.06,3.08
6.065,3.08
6.07,3
6.075,2.78
6.08,2.83
6.085,3.03
6.09,3.26
6.095,3.26
6.1,3.21
6.105,3.12
6.11,2.97
6.115,2.76
6.12,2.83
6.125,3.09
6.13,3.14
6.135,3.2
6.14,3.12
6.145,3.18
6.15,3.14
6.155,3.11
6.16,3.23
6.165,3.23
6.17,3.25
6.175,3.09
6.18,3.1
6.185,3.2
6.19,3.21
6.195,3.05
6.2,2.92
6.205,2.93
6.21,3.08
6.215,3.18
6.22,3.23
6.225,3.2
6.23,3.1
6.235,2.9
6.24,2.83
6.245,2.95
6.25,3.1
6.255,3.13
6.26,3.18
6.265,3.18
6.27,3.13
6.275,3.1
6.28,3.1
6.285,3.13
6.29,3.24
6.295,3.28
6.3,3.29
6.305,3.18
6.31,3.17
6.315,3.18
6.32,3.21
6.325,3.16
6.33,3.09
6.335,3.07
6.34,3.11
6.345,3.28
6.35,3.38
6.355,3.49
6.36,3.32
6.365,3.25
6.37,3.15
6.375,3.26
6.38,3.36
6.385,3.36
6.39,3.29
6.395,3.23
6.4,3.17
6.405,3.16
6.41,3.24
6.415,3.33
6.42,3.34
6.425,3.38
6.43,3.34
6.435,3.31
6.44,3.23
6.445,3.14
6.45,3.1
6.455,3.13
6.46,3.21
6.465,3.18
6.47,3.2
6.475,3.15
6.48,3.16
6.485,3.16
6.49,3.16
6.495,3.13
6.5,3.08
6.505,3.05
6.51,3.12
6.515,3.13
6.52,3.17
6.525,3.14
6.53,3.2
6.535,3.23
6.54,3.12
6.545,3.08
6.55,3.04
6.555,3.1
6.56,3.11
6.565,3.1
6.57,3.11
6.575,3.14
6.58,3.17
6.585,3.18
6.59,3.2
6.595,3.15
6.6,3.06
6.605,3.07
6.61,3.08
6.615,3.17
6.62,3.16
6.625,3.27
6.63,3.34
6.635,3.36
6.64,3.23
6.645,3.04
6.65,3.04
6.655,3.08
6.66,3.16
6.665,3.14
6.67,3.12
6.675,3.08
6.68,3.1
6.685,3.1
6.69,3.11
6.695,3.1
6.7,3.17
6.705,3.24
6.71,3.27
6.715,3.22
6.72,3.2
6.725,3.22
6.73,3.16
6.735,3.13
6.74,3.15
6.745,3.21
6.75,3.32
6.755,3.49
6.76,3.49
6.765,3.42
6.77,3.28
6.775,3.2
6.78,3.14
6.785,3.11
6.79,3.17
6.795,3.19
6.8,3.15
6.805,3.1
6.81,3.15
6.815,3.25
6.82,3.3
6.825,3.3
6.83,3.18
6.835,3.27
6.84,3.29
6.845,3.3
6.85,3.09
6.855,2.98
6.86,2.89
6.865,3.02
6.87,3.25
6.875,3.24
6.88,3.23
6.885,3.06
6.89,3.05
6.895,2.96
6.9,3.01
6.905,3.03
6.91,3.17
6.915,3.17
6.92,3.26
6.925,3.31
6.93,3.21
6.935,3.12
6.94,3.06
6.945,3.03
6.95,3.09
6.955,3.23
6.96,3.38
6.965,3.43
6.97,3.36
6.975,3.27
6.98,3.2
6.985,3.24
6.99,3.25
6.995,3.36
7,3.34
7.005,3.24
7.01,3.08
7.015,3.09
7.02,3.1
7.025,3.1
7.03,3.04
7.035,3.03
7.04,3.11
7.045,3.07
7.05,3.08
7.055,3.05
7.06,3.13
7.065,3.16
7.07,3.24
7.075,3.27
7.08,3.33
7.085,3.34
7.09,3.22
7.095,3.09
7.1,2.99
7.105,3.05
7.11,3.16
7.115,3.24
7.12,3.25
7.125,3.16
7.13,3.07
7.135,3.02
7.14,3.02
7.145,3.07
7.15,3.18
7.155,3.25
7.16,3.36
7.165,3.38
7.17,3.31
7.175,3.14
7.18,3.02
7.185,3.03
7.19,3.18
7.195,3.38
7.2,3.51
7.205,3.51
7.21,3.45
7.215,3.29
7.22,3.2
7.225,3.11
7.23,3.1
7.235,3.16
7.24,3.27
7.245,3.34
7.25,3.37
7.255,3.2
7.26,3.14
7.265,3.07
7.27,3.17
7.275,3.27
7.28,3.29
7.285,3.27
7.29,3.18
7.295,3.17
7.3,3.13
7.305,3.19
7.31,3.24
7.315,3.33
7.32,3.39
7.325,3.42
7.33,3.38
7.335,3.23
7.34,3.1
7.345,3.1
7.35,3.18
7.355,3.28
7.36,3.37
7.365,3.39
7.37,3.36
7.375,3.33
7.38,3.28
7.385,3.21
7.39,3.2
7.395,3.19
7.4,3.16
7.405,3.1
7.41,3.16
7.415,3.19
7.42,3.27
7.425,3.35
7.43,3.4
7.435,3.42
7.44,3.32
7.445,3.2
7.45,3.11
7.455,3.08
7.46,3
7.465,2.98
7.47,2.94
7.475,3.01
7.48,3.03
7.485,3.02
7.49,3.02
7.495,3
7.5,3.01
7.505,3.09
7.51,3.16
7.515,3.24
7.52,3.31
7.525,3.35
7.53,3.34
7.535,3.32
7.54,3.24
7.545,3.22
7.55,3.17
7.555,3.17
7.56,3.19
7.565,3.22
7.57,3.17
7.575,3.2
7.58,3.1
7.585,3.12
7.59,3.05
7.595,3.06
7.6,3.08
7.605,3.1
7.61,3.22
7.615,3.29
7.62,3.23
7.625,3.14
7.63,2.96
7.635,2.91
7.64,2.84
7.645,2.9
7.65,2.97
7.655,3.08
7.66,3.23
7.665,3.28
7.67,3.26
7.675,3.19
7.68,3.1
7.685,3.07
7.69,2.96
7.695,2.99
7.7,3.02
7.705,3.12
7.71,3.19
7.715,3.24
7.72,3.29
7.725,3.29
7.73,3.25
7.735,3.17
7.74,3.07
7.745,3.1
7.75,3.2
7.755,3.27
7.76,3.25
7.765,3.14
7.77,3.18
7.775,3.21
7.78,3.32
7.785,3.31
7.79,3.26
7.795,3.07
7.8,2.99
7.805,2.9
7.81,3
7.815,3.01
7.82,3.09
7.825,3.11
7.83,3.13
7.835,3.14
7.84,3.08
7.845,3.13
7.85,3.12
7.855,3.14
7.86,3.22
7.865,3.34
7.87,3.44
7.875,3.32
7.88,3.18
7.885,3.05
7.89,3.02
7.895,3.03
7.9,3.13
7.905,3.22
7.91,3.25
7.915,3.21
7.92,3.19
7.925,3.11
7.93,3.13
7.935,3.17
7.94,3.17
7.945,3.15
7.95,3.21
7.955,3.27
7.96,3.26
7.965,3.26
7.97,3.25
7.975,3.23
7.98,3.12
7.985,3.08
7.99,3.04
7.995,3.04
8,3.07
8.005,3.18
8.01,3.24
8.015,3.2
8.02,3.13
8.025,3.04
8.03,3.12
8.035,3.09
8.04,3.17
8.045,3.27
8.05,3.35
8.055,3.34
8.06,3.24
8.065,3.15
8.07,3.09
8.075,3.06
8.08,3.07
8.085,3.09
8.09,3.12
8.095,3.05
8.1,3.01
8.105,2.94
8.11,2.99
8.115,3.03
8.12,3.08
8.125,3.18
8.13,3.2
8.135,3.07
8.14,2.95
8.145,2.92
8.15,2.94
8.155,3.04
8.16,3.01
8.165,3.14
8.17,3.12
8.175,3.21
8.18,3.27
8.185,3.36
8.19,3.49
8.195,3.48
8.2,3.49
8.205,3.42
8.21,3.48
8.215,3.42
8.22,3.44
8.225,3.36
8.23,3.54
8.235,3.49
8.24,3.58
8.245,3.47
8.25,3.59
8.255,3.61
8.26,3.66
8.265,3.68
8.27,3.63
8.275,3.46
8.28,3.37
8.285,3.23
8.29,3.44
8.295,3.4
8.3,3.55
8.305,3.52
8.31,3.66
8.315,3.7
8.32,3.84
8.325,3.83
8.33,3.82
8.335,3.76
8.34,3.62
8.345,3.66
8.35,3.64
8.355,3.78
8.36,3.85
8.365,3.95
8.37,3.93
8.375,3.91
8.38,3.87
8.385,3.77
8.39,3.71
8.395,3.65
8.4,3.63
8.405,3.66
8.41,3.68
8.415,3.77
8.42,3.81
8.425,3.85
8.43,3.79
8.435,3.74
8.44,3.77
8.445,3.78
8.45,3.8
8.455,3.77
8.46,3.62
8.465,3.56
8.47,3.5
8.475,3.71
8.48,3.78
8.485,3.84
8.49,3.76
8.495,3.72
8.5,3.57
8.505,3.6
8.51,3.71
8.515,3.79
8.52,3.84
8.525,3.61
8.53,3.75
8.535,3.76
8.54,3.96
8.545,3.92
8.55,3.94
8.555,3.89
8.56,3.87
8.565,3.89
8.57,3.99
8.575,3.96
8.58,3.96
8.585,3.88
8.59,4
8.595,4.05
8.6,4.09
8.605,4.07
8.61,3.97
8.615,3.95
8.62,3.98
8.625,3.95
8.63,3.87
8.635,3.83
8.64,3.82
8.645,3.84
8.65,3.81
8.655,3.8
8.66,3.75
8.665,3.73
8.67,3.75
8.675,3.76
8.68,3.76
8.685,3.7
8.69,3.52
8.695,3.44
8.7,3.47
8.705,3.61
8.71,3.73
8.715,3.82
8.72,3.81
8.725,3.88
8.73,3.94
8.735,4.02
8.74,4.08
8.745,4.07
8.75,4.03
8.755,4.02
8.76,4.11
8.765,4.13
8.77,4.03
8.775,3.99
8.78,3.95
8.785,4.08
8.79,4.22
8.795,4.31
8.8,4.38
8.805,4.27
8.81,4.32
8.815,4.15
8.82,4.16
8.825,4.12
8.83,4.21
8.835,4.23
8.84,4.08
8.845,4.09
8.85,4
8.855,4.08
8.86,4.11
8.865,4.06
8.87,4.06
8.875,4.14
8.88,4.26
8.885,4.29
8.89,4.18
8.895,4.14
8.9,4.1
8.905,4.14
8.91,4.19
8.915,4.31
8.92,4.37
8.925,4.46
8.93,4.53
8.935,4.49
8.94,4.25
8.945,4.03
8.95,3.87
8.955,3.91
8.96,3.95
8.965,4
8.97,4.04
8.975,4.14
8.98,4.18
8.985,4.23
8.99,4.27
8.995,4.3
9,4.31
9.2,3
9.3,3.07
9.4,3.1
9.5,3.11
9.6,3.13
9.7,3.2
9.8,3.32
9.9,3.48
10,3.62
10.1,3.67
10.2,3.64
10.3,3.59
10.4,3.52
10.5,3.46
10.6,3.45
10.7,3.48
10.8,3.54
10.9,3.63
11,3.72
11.1,3.76
11.2,3.73
11.3,3.65
11.4,3.54
11.5,3.39
11.6,3.22
11.7,3.06
11.8,2.93
11.9,2.87
12,2.89
12.1,2.98
12.2,3.08
12.3,3.18
12.4,3.26
12.5,3.35
12.6,3.45
12.7,3.57
12.8,3.71
12.9,3.88
13,4.02
13.1,4.16
13.2,4.3
13.3,4.41
13.4,4.47
13.5,4.51
13.6,4.51
13.7,4.47
13.8,4.46
13.9,4.52
14,4.67
14.1,4.92
14.2,5.23
14.3,5.58
14.4,5.91
14.5,6.2
14.6,6.41
14.7,6.58
14.8,6.76
14.9,6.99
15,7.28
15.1,7.59
15.2,7.86
15.3,8.02
15.4,8.01
15.5,7.83
15.6,7.58
15.7,7.35
15.8,7.17
15.9,7.09
16,7.16
16.1,7.36
16.2,7.62
16.3,7.89
16.4,8.09
16.5,8.18
16.6,8.18
16.7,8.09
16.8,7.95
16.9,7.78
17,7.61
17.1,7.44
17.2,7.27
17.3,7.08
17.4,6.9
17.5,6.77
17.6,6.73
17.7,6.81
17.8,6.98
17.9,7.18
18,7.34
18.1,7.43
18.2,7.46
18.3,7.44
18.4,7.42
18.5,7.39
18.6,7.36
18.7,7.29
18.8,7.17
18.9,7.01
19,6.88
19.1,6.77
19.2,6.68
19.3,6.62
19.4,6.54
19.5,6.45
19.6,6.34
19.7,6.23
19.8,6.17
19.9,6.18
20,6.2
20.1,6.19
20.2,6.13
20.3,5.97
20.4,5.77
20.5,5.6
20.6,5.52
20.7,5.56
20.8,5.69
20.9,5.88
21,6.07
21.1,6.28
21.2,6.55
21.3,6.9
21.4,7.28
21.5,7.6
21.6,7.81
21.7,7.88
21.8,7.83
21.9,7.67
22,7.43
22.1,7.14
22.2,6.81
22.3,6.53
22.4,6.33
22.5,6.19
22.6,6.07
22.7,5.92
22.8,5.75
22.9,5.65
23,5.75
23.1,6.14
23.2,6.68
23.3,7.19
23.4,7.56
23.5,7.72
23.6,7.7
23.7,7.59
23.8,7.41
23.9,7.15
24,6.83
24.1,6.53
24.2,6.32
24.3,6.23
24.4,6.19
24.5,6.12
24.6,6.02
24.7,5.93
24.8,5.9
24.9,5.93
25,5.96
25.1,5.94
25.2,5.81
25.3,5.62
25.4,5.39
25.5,5.12
25.6,4.8
25.7,4.47
25.8,4.14
25.9,3.89
26,3.75
26.1,3.72
26.2,3.85
26.3,4.15
26.4,4.53
26.5,4.9
26.6,5.13
26.7,5.14
26.8,4.94
26.9,4.64
27,4.36
27.1,4.25
27.2,4.39
27.3,4.77
27.4,5.26
27.5,5.75
27.6,6.13
27.7,6.37
27.8,6.43
27.9,6.31
28,6.05
28.1,5.68
28.2,5.3
28.3,4.99
28.4,4.81
28.5,4.76
28.6,4.81
28.7,4.92
28.8,5.02
28.9,5.08
29,5.11
29.1,5.18
29.2,5.31
29.3,5.48
29.4,5.69
29.5,5.86
29.6,5.97
29.7,6
29.8,5.98
29.9,5.91
30,5.82
30.1,5.72
30.2,5.64
30.3,5.59
30.4,5.57
30.5,5.57
30.6,5.6
30.7,5.64
30.8,5.67
30.9,5.67
31,5.65
31.1,5.64
31.2,5.65
31.3,5.69
31.4,5.75
31.5,5.82
31.6,5.9
31.7,5.97
31.8,6.04
31.9,6.11
32,6.15
32.1,6.15
32.2,6.12
32.3,6.06
32.4,5.94
32.5,5.77
32.6,5.65
32.7,5.67
32.8,5.85
32.9,6.13
33,6.33
33.1,6.32
33.2,6.08
33.3,5.71
33.4,5.39
33.5,5.25
33.6,5.31
33.7,5.48
33.8,5.62
33.9,5.73
34,5.87
34.1,6.08
34.2,6.34
34.3,6.58
34.4,6.72
34.5,6.74
34.6,6.72
34.7,6.81
34.8,7.1
34.9,7.36
35,7.63
35.1,7.8
35.2,7.81
35.3,7.67
35.4,7.46
35.5,7.28
35.6,7.21
35.7,7.23
35.8,7.21
35.9,7.21
36,7.25
36.1,7.39
36.2,7.59
36.3,7.94
36.4,8.19
36.5,8.32
36.6,8.26
36.7,8
36.8,7.58
36.9,7.09
37,6.63
37.1,6.3
37.2,6.15
37.3,6.23
37.4,6.44
37.5,6.64
37.6,6.8
37.7,6.94
37.8,7.08
37.9,7.28
38,7.55
38.1,7.82
38.2,8.07
38.3,8.22
38.4,8.26
38.5,8.23
38.6,8.18
38.7,8.12
38.8,8.05
38.9,8
39,8.03
39.1,8.19
39.2,8.5
39.3,8.82
39.4,8.97
39.5,8.93
39.6,8.79
39.7,8.66
39.8,8.62
39.9,8.66
40,8.76
40.1,8.89
40.2,9
40.3,9
40.4,8.89
40.5,8.72
40.6,8.59
40.7,8.54
40.8,8.54
40.9,8.56
41,8.58
41.1,8.62
41.2,8.73
41.3,8.94
41.4,9.23
41.5,9.55
41.6,9.83
41.7,10.04
41.8,10.19
41.9,10.34
42,10.42
42.1,10.41
42.2,10.32
42.3,10.17
42.4,9.98
42.5,9.78
42.6,9.6
42.7,9.46
42.8,9.36
42.9,9.29
43,9.26
43.1,9.27
43.2,9.3
43.3,9.31
43.4,9.28
43.5,9.18
43.6,9.03
43.7,8.87
43.8,8.78
43.9,8.86
44,9.14
44.1,9.6
44.2,10.17
44.3,10.71
44.4,11.08
44.5,11.19
44.6,11.05
44.7,10.75
44.8,10.4
44.9,10.13
45,10.01
45.1,10.01
45.2,10.1
45.3,10.27
45.4,10.5
45.5,10.75
45.6,11.03
45.7,11.36
45.8,11.71
45.9,12.07
46,12.3
46.1,12.25
46.2,12.07
46.3,11.88
46.4,11.71
46.5,11.63
46.6,11.57
46.7,11.55
46.8,11.56
46.9,11.61
47,11.69
47.1,11.81
47.2,12.01
47.3,12.31
47.4,12.62
47.5,12.9
47.6,13.14
47.7,13.28
47.8,13.21
47.9,13.06
48,12.81
48.1,12.52
48.2,12.25
48.3,12.12
48.4,12.21
48.5,12.48
48.6,12.81
48.7,13.07
48.8,13.22
48.9,13.28
49,13.32
49.1,13.4
49.2,13.57
49.3,13.78
49.4,13.99
49.5,14.11
49.6,14.09
49.7,13.94
49.8,13.71
49.9,13.54
50,13.46
50.1,13.5
50.2,13.62
50.3,13.76
50.4,13.92
50.5,14.13
50.6,14.34
50.7,14.51
50.8,14.63
50.9,14.66
51,14.55
51.1,14.33
51.2,14.02
51.3,13.61
51.4,13.16
51.5,12.88
51.6,12.89
51.7,13.11
51.8,13.39
51.9,13.63
52,13.75
52.1,13.74
52.2,13.65
52.3,13.56
52.4,13.53
52.5,13.55
52.6,13.62
52.7,13.66
52.8,13.63
52.9,13.5
53,13.32
53.1,13.14
53.2,13
53.3,12.89
53.4,12.79
53.5,12.71
53.6,12.63
53.7,12.57
53.8,12.53
53.9,12.49
54,12.45
54.1,12.48
54.2,12.63
54.3,12.87
54.4,13.13
54.5,13.28
54.6,13.3
54.7,13.23
54.8,13.14
54.9,13.07
55,13.02
55.1,12.97
55.2,12.93
55.3,12.91
55.4,12.95
55.5,13.05
55.6,13.12
55.7,13.05
55.8,12.88
55.9,12.58
56,12.15
56.1,11.73
56.2,11.48
56.3,11.46
56.4,11.68
56.5,12.01
56.6,12.26
56.7,12.3
56.8,12.15
56.9,11.91
57,11.68
57.1,11.48
57.2,11.3
57.3,11.14
57.4,10.97
57.5,10.8
57.6,10.64
57.7,10.47
57.8,10.27
57.9,10.06
58,9.87
58.1,9.72
58.2,9.62
58.3,9.56
58.4,9.5
58.5,9.41
58.6,9.28
58.7,9.16
58.8,9.1
58.9,9.12
59,9.21
59.1,9.35
59.2,9.54
59.3,9.78
59.4,10.02
59.5,10.25
59.6,10.43
59.7,10.56
59.8,10.64
59.9,10.67
60,10.63
60.1,10.52
60.2,10.4
60.3,10.29
60.4,10.2
60.5,10.11
60.6,10.04
60.7,9.98
60.8,9.96
60.9,10
61,10.1
61.1,10.24
61.2,10.4
61.3,10.53
61.4,10.59
61.5,10.58
61.6,10.53
61.7,10.49
61.8,10.46
61.9,10.45
62,10.42
62.1,10.39
62.2,10.38
62.3,10.44
62.4,10.6
62.5,10.85
62.6,11.1
62.7,11.29
62.8,11.47
62.9,11.58
63,11.65
63.1,11.72
63.2,11.78
63.3,11.76
63.4,11.64
63.5,11.48
63.6,11.37
63.7,11.42
63.8,11.61
63.9,11.88
64,12.11
64.1,12.11
64.2,11.83
64.3,11.39
64.4,10.95
64.5,10.69
64.6,10.62
64.7,10.65
64.8,10.67
64.9,10.65
65,10.5
65.1,10.24
65.2,10.02
65.3,9.87
65.4,9.88
65.5,9.74
65.6,9.38
65.7,8.98
65.8,8.58
65.9,8.19
66,7.92
66.1,7.83
66.2,7.99
66.3,8.51
66.4,9.1
66.5,9.57
66.6,9.82
66.7,9.83
66.8,9.75
66.9,9.76
67,9.89
67.1,10.06
67.2,10.21
67.3,10.28
67.4,10.28
67.5,10.25
67.6,10.22
67.7,10.14
67.8,9.98
67.9,9.78
68,9.52
68.1,9.23
68.2,8.93
68.3,8.64
68.4,8.37
68.5,8.15
68.6,7.98
68.7,7.85
