age,temp
68.8,7.73
68.9,7.66
69,7.68
69.1,7.81
69.2,8.07
69.3,8.4
69.4,8.69
69.5,8.85
69.6,8.82
69.7,8.61
69.8,8.33
69.9,8.12
70,8.07
70.1,8.2
70.2,8.49
70.3,8.86
70.4,9.24
70.5,9.5
70.6,9.66
70.7,9.71
70.8,9.7
70.9,9.69
71,9.78
71.1,9.87
71.2,9.99
71.3,10.12
71.4,10.23
71.5,10.31
71.6,10.37
71.7,10.37
71.8,10.34
71.9,10.31
72,10.3
72.1,10.32
72.2,10.39
72.3,10.49
72.4,10.56
72.5,10.61
72.6,10.65
72.7,10.65
72.8,10.61
72.9,10.57
73,10.54
73.1,10.52
73.2,10.51
73.3,10.54
73.4,10.58
73.5,10.63
73.6,10.69
73.7,10.74
73.8,10.78
73.9,10.83
74,10.91
74.1,10.96
74.2,10.98
74.3,10.97
74.4,10.94
74.5,10.89
74.6,10.84
74.7,10.8
74.8,10.76
74.9,10.69
75,10.58
75.1,10.43
75.2,10.33
75.3,10.26
75.4,10.26
75.5,10.34
75.6,10.51
75.7,10.79
75.8,11.15
75.9,11.55
76,11.92
76.1,12.19
76.2,12.35
76.3,12.41
76.4,12.4
76.5,12.35
76.6,12.27
76.7,12.18
76.8,12.05
76.9,11.92
77,11.76
77.1,11.56
77.2,11.36
77.3,
77.4,
77.5,
77.6,
77.7,
77.8,
77.9,
78,
78.1,
78.2,
78.3,
78.4,
78.5,
78.6,
78.7,
78.8,
78.9,
79,
79.1,
79.2,
79.3,
79.4,
79.5,
79.6,
79.7,
79.8,
79.9,
80,
80.1,
80.2,
80.3,
80.4,
80.5,
80.6,
80.7,
80.8,
80.9,
81,
81.1,
81.2,
81.3,
81.4,
81.5,
81.6,
81.7,
81.8,
81.9,
82,
82.1,
82.2,
82.3,
82.4,
82.5,
82.6,
82.7,
82.8,
82.9,
83,
83.1,
83.2,
83.3,
83.4,
83.5,
83.6,
83.7,
83.8,
83.9,
84,
84.1,17.68
84.2,17.62
84.3,17.55
84.4,17.46
84.5,17.37
84.6,17.27
84.7,17.11
84.8,16.83
84.9,16.44
85,15.98
85.1,15.54
85.2,15.26
85.3,15.24
85.4,15.49
85.5,15.93
85.6,16.41
85.7,16.8
85.8,17.02
85.9,17.09
86,17.14
86.1,17.17
86.2,17.2
86.3,17.22
86.4,
86.5,
86.6,
86.7,
86.8,
86.9,
87,
87.1,
87.2,
87.3,
87.4,15.86
87.5,15.85
87.6,15.79
87.7,15.69
87.8,15.56
87.9,15.41
88,15.22
88.1,14.97
88.2,14.75
88.3,14.59
88.4,14.47
88.5,14.39
88.6,14.34
88.7,14.31
88.8,
88.9,
89,
89.1,
89.2,
89.3,
89.4,
89.5,
89.6,
89.7,
89.8,
89.9,
90,
90.1,
90.2,
90.3,
90.4,
90.5,
90.6,
90.7,
90.8,
90.9,15.59
91,15.63
91.1,15.63
91.2,15.58
91.3,15.52
91.4,15.46
91.5,15.36
91.6,15.32
91.7,15.47
91.8,15.54
91.9,15.77
92,15.95
92.1,16.11
92.2,16.3
92.3,16.25
92.4,16.16
92.5,16.02
92.6,15.9
92.7,15.84
92.8,15.87
92.9,15.96
93,16.15
93.1,16.59
93.2,17.21
93.3,17.82
93.4,18.29
93.5,18.49
93.6,18.53
93.7,18.58
93.8,18.64
93.9,18.68
94,18.69
94.1,18.67
94.2,13.41
94.3,13.38
94.4,13.36
94.5,13.35
94.6,13.35
94.7,13.36
94.8,13.38
94.9,13.41
95,13.41
95.1,13.39
95.2,13.37
95.3,13.36
95.4,13.37
95.5,13.11
95.6,12.16
95.7,11.85
95.8,11.79
95.9,11.73
96,11.73
96.1,11.83
96.2,12.02
96.3,12.26
96.4,12.5
96.5,12.77
96.6,13.16
96.7,13.64
96.8,14.09
96.9,14.41
97,14.52
97.1,14.48
97.2,14.41
97.3,14.35
97.4,14.28
97.5,14.15
97.6,13.94
97.7,13.69
97.8,13.41
97.9,13.2
98,13.08
98.1,13.02
98.2,13.01
98.3,13.06
98.4,13.15
98.5,13.35
98.6,13.63
98.7,13.9
98.8,14.09
98.9,14.14
99,14.06
99.1,13.91
99.2,13.74
99.3,13.65
99.4,13.71
99.5,13.9
99.6,14.17
99.7,14.47
99.8,14.63
99.9,14.56
100,14.24
100.1,13.98
100.2,13.78
100.3,13.69
100.4,13.72
100.5,13.75
100.6,13.74
100.7,13.67
100.8,13.54
100.9,13.39
101,13.3
101.1,13.3
101.2,13.39
101.3,13.54
101.4,13.71
101.5,13.86
101.6,13.95
101.7,13.96
101.8,13.9
101.9,13.72
102,13.44
102.1,13.17
102.2,12.94
102.3,12.78
102.4,12.64
102.5,12.46
102.6,12.21
102.7,11.88
102.8,11.56
102.9,11.32
103,11.18
103.1,11.18
103.2,11.28
103.3,11.39
103.4,11.51
103.5,11.61
103.6,11.73
103.7,11.96
103.8,12.29
103.9,12.71
104,13.14
104.1,13.54
104.2,13.88
104.3,14.11
104.4,14.25
104.5,14.3
104.6,14.28
104.7,14.22
104.8,14.2
104.9,14.25
105,14.4
105.1,14.58
105.2,14.73
105.3,14.8
105.4,14.81
105.5,14.8
105.6,14.77
105.7,14.68
105.8,14.12
105.9,13.43
106,12.73
106.1,12.17
106.2,12.12
106.3,12.13
106.4,12.22
106.5,12.36
106.6,12.52
106.7,12.64
106.8,12.69
106.9,12.7
107,12.75
107.1,12.89
107.2,13.14
107.3,13.44
107.4,13.73
107.5,13.93
107.6,14.02
107.7,14.09
107.8,13.76
107.9,13.35
108,12.88
0,0
